id_transaccion,fecha_hora,comercio,categoria_comercio,ciudad_comercio,terminal,cliente,correo_cliente,tarjeta_ultimos4,marca_tarjeta,monto,moneda,estatus,metodo_captura,contracargo
TRX0001993,2026-02-01 18:34:10,Super Norteno,Supermercado,Monterrey,TPV04-MON,Raul Rivas,raul.rivas123@correo.mx,5837,MASTERCARD,1085.13,MXN,APROBADA,MANUAL,N
TRX0001994,2026-01-14 08:27:13,ELECTRO MAYA,ELECTRO,Merida,TPV03-MER,Elena Rivas,elena.rivas20@correo.mx,9752,AMEX,8582.41,MXN,APROBADA,CONTACTLESS,N
TRX0001995,2026-02-04 13:16:10,CAFE AURORA,restaurante,Guadalajara,TPV01-GUA,Ivan Delgado,ivan.delgado162@correo.mx,2492,AMEX,293.49,MXN,RECHAZADA,CHIP,N
TRX0001996,2026-06-01 19:34:39,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV02-CIU,Hector Ramirez,hector.ramirez164@correo.mx,4352,MASTERCARD,851.37,MXN,APROBADA,BANDA,N
TRX0001997,2026-02-02 12:03:46,Boutique  Iris,ropa,Ciudad de Mexico,TPV02-CIU,Raul Vargas,raul.vargas22@correo.mx,8824,AMEX,1707.36,MXN,APROBADA,MANUAL,N
TRX0001998,2026-05-14 12:35:09,Super Nortenio,Supermercado,Monterrey,TPV04-MON,Lucia Ramirez,lucia.ramirez152@correo.mx,6278,MASTERCARD,3116.83,MXN,REVERSADA,BANDA,N
TRX0001999,2026-02-05 12:06:47,Gasolinera Km 12,Combustible,Puebla,TPV01-PUE,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,738.56,MXN,APROBADA,CONTACTLESS,N
TRX0002000,2026-04-24 17:01:27,Electro Maya,ELECTRO,Merida,TPV01-MER,Jorge Herrera,jorge.herrera46@correo.mx,2925,AMEX,6892.77,MXN,RECHAZADA,BANDA,N
TRX0002001,2026-03-13 11:45:30,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Fernando Mendoza,fernando.mendoza109@correo.mx,1447,AMEX,2687.7,MXN,APROBADA,CHIP,N
TRX0002002,2026-02-17 06:45:48,Super Nortenio,SUPER,Monterrey,TPV03-MON,Teresa Gonzalez,teresa.gonzalez24@correo.mx,8230,VISA,1634.36,MXN,APROBADA,MANUAL,N
TRX0002003,2026-01-01 10:00:08,Super Norteno,Supermercado,Monterrey,TPV03-MON,Ana Trejo,ana.trejo51@correo.mx,9690,MASTERCARD,2838.16,MXN,APROBADA,MANUAL,N
TRX0002004,2026-02-03 13:47:44,BOUTIQUE IRIS,ropa,Ciudad de Mexico,TPV02-CIU,Luis Salazar,luis.salazar75@correo.mx,4376,MASTERCARD,3450.3,MXN,RECHAZADA,CONTACTLESS,N
TRX0002005,2026-06-17 20:12:54,Super Nortenio,supermercado,Monterrey,TPV02-MON,Lucia Gonzalez,lucia.gonzalez36@correo.mx,8401,AMEX,1476.63,MXN,APROBADA,QR,N
TRX0002006,2026-02-04 07:42:07,Cafe Aurora,restaurante,Guadalajara,TPV01-GUA,Elena Ramirez,elena.ramirez4@correo.mx,8580,VISA,381.87,MXN,APROBADA,CONTACTLESS,N
TRX0002007,2026-02-01 13:19:44,Farmacia del Sol ,farmacia,Ciudad de Mexico,TPV02-CIU,Jorge Vargas,jorge.vargas86@correo.mx,5040,MASTERCARD,360.49,MXN,APROBADA,BANDA,N
TRX0002008,2026-03-16 08:37:08,Cafe Aurora,restaurante,Guadalajara,TPV04-GUA,Luis Salazar,luis.salazar77@correo.mx,1058,AMEX,97.57,MXN,RECHAZADA,CONTACTLESS,N
TRX0002009,2026-02-27 12:34:30,Super Norteno,SUPER,Monterrey,TPV04-MON,Elena Zamora,elena.zamora16@correo.mx,2698,VISA,2926.88,MXN,APROBADA,CHIP,N
TRX0002010,2026-05-18 21:01:23,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Sofia Delgado,sofia.delgado119@correo.mx,1778,AMEX,572.82,MXN,APROBADA,CONTACTLESS,N
TRX0002011,2026-06-22 06:24:58,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV04-CIU,Raul Delgado,raul.delgado105@correo.mx,8772,MASTERCARD,2900.35,MXN,APROBADA,BANDA,N
TRX0002012,2026-04-07 15:00:48,Gasolinera Km 12,Combustible,Puebla,TPV01-PUE,Lucia Delgado,lucia.delgado141@correo.mx,6423,VISA,344.62,MXN,REVERSADA,MANUAL,N
TRX0002013,2026-03-01 21:44:19,Farmacia del Sol,FARM,Ciudad de Mexico,TPV03-CIU,Fernando Rivas,fernando.rivas133@correo.mx,1834,VISA,145.78,MXN,APROBADA,CONTACTLESS,N
TRX0002014,2026-03-29 20:21:17,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Elena Ramirez,elena.ramirez4@correo.mx,8580,VISA,143.98,MXN,RECHAZADA,MANUAL,N
TRX0002015,2026-06-25 19:26:23,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,270.94,MXN,APROBADA,MANUAL,N
TRX0002016,2026-04-22 15:24:11,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Patricia Salazar,patricia.salazar69@correo.mx,4268,MASTERCARD,371.03,MXN,APROBADA,MANUAL,N
TRX0002017,2026-04-01 21:22:38,Gasolinera Km 12,Combustible,Puebla,TPV01-PUE,Jorge Delgado,jorge.delgado66@correo.mx,7754,VISA,1521.61,MXN,APROBADA,CHIP,N
TRX0002018,2026-02-02 10:06:06,Super Norteno,supermercado,Monterrey,TPV01-MON,Fernando Rivas,fernando.rivas133@correo.mx,6714,MASTERCARD,319.84,MXN,APROBADA,MANUAL,N
TRX0002019,2026-02-26 20:47:26,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Lucia Delgado,lucia.delgado120@correo.mx,1162,AMEX,1132.79,MXN,APROBADA,BANDA,N
TRX0002020,2026-01-28 14:46:01,SUPER NORTENO,SUPER,Monterrey,TPV01-MON,Luis Rivas,luis.rivas99@correo.mx,1585,MASTERCARD,1046.82,MXN,APROBADA,MANUAL,N
TRX0002021,2026-04-06 11:30:31,SUPER NORTENO,supermercado,Monterrey,TPV02-MON,Luis Rivas,luis.rivas99@correo.mx,1585,MASTERCARD,2301.84,MXN,RECHAZADA,BANDA,N
TRX0002022,2026-05-27 15:54:49,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV02-CIU,Hector Trejo,hector.trejo101@correo.mx,6533,MASTERCARD,549.59,MXN,APROBADA,QR,N
TRX0002023,2026-02-07 18:52:07,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,625.48,MXN,RECHAZADA,CHIP,N
TRX0002024,2026-05-10 20:59:55,Gasolinera Km 12,combustible,Puebla,TPV04-PUE,Fernando Mendoza,fernando.mendoza57@correo.mx,6879,AMEX,865.62,MXN,APROBADA,CHIP,N
TRX0002025,2026-06-19 19:28:30,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Lucia Gonzalez,lucia.gonzalez36@correo.mx,8401,AMEX,295.78,MXN,RECHAZADA,CONTACTLESS,N
TRX0002026,2026-02-08 08:28:54,Viajes Altamar,viajes,Cancun,TPV04-CAN,Sofia Vargas,sofia.vargas19@correo.mx,1099,MASTERCARD,10424.46,MXN,APROBADA,MANUAL,N
TRX0002027,2026-06-24 10:09:01,Boutique  Iris,ropa,Ciudad de Mexico,TPV03-CIU,Luis Salazar,luis.salazar75@correo.mx,4376,MASTERCARD,2403.29,MXN,APROBADA,QR,N
TRX0002028,2026-04-19 12:01:54,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV03-CIU,Lucia Gonzalez,lucia.gonzalez36@correo.mx,8401,AMEX,645.44,MXN,APROBADA,BANDA,N
TRX0002029,2026-03-27 08:57:16,Super Norteno,supermercado,Monterrey,TPV01-MON,Teresa Salazar,teresa.salazar118@correo.mx,4699,VISA,1981.86,MXN,APROBADA,CONTACTLESS,N
TRX0002030,2026-03-20 10:47:56,CAFE AURORA,Restaurante,Guadalajara,TPV01-GUA,Jorge Vargas,jorge.vargas86@correo.mx,5040,MASTERCARD,387.42,MXN,APROBADA,BANDA,N
TRX0002031,2026-06-18 08:21:34,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV04-CIU,Carmen Mendoza,carmen.mendoza95@correo.mx,6566,AMEX,195.49,MXN,APROBADA,QR,N
TRX0002032,2026-01-19 10:36:46,Super Nortenio,supermercado,Monterrey,TPV04-MON,Jorge Rivas,jorge.rivas78@correo.mx,8391,AMEX,1085.15,MXN,RECHAZADA,CONTACTLESS,N
TRX0002033,2026-05-16 16:53:40,Electro Maya,Electronica,Merida,TPV03-MER,Lucia Ramirez,lucia.ramirez152@correo.mx,6278,MASTERCARD,21913.06,MXN,APROBADA,BANDA,N
TRX0002034,2026-04-03 16:03:44,Super Nortenio,Supermercado,Monterrey,TPV02-MON,Miguel Delgado,miguel.delgado42@correo.mx,7456,VISA,2244.01,MXN,REVERSADA,CONTACTLESS,N
TRX0002035,2026-03-22 18:02:52,Super Norteno,supermercado,Monterrey,TPV04-MON,Elena Zamora,elena.zamora16@correo.mx,2698,VISA,284.65,MXN,APROBADA,BANDA,N
TRX0002036,2026-01-09 11:54:13,Super Norteno,SUPER,Monterrey,TPV01-MON,Elena Ramirez,elena.ramirez175@correo.mx,9442,MASTERCARD,3192.15,MXN,APROBADA,MANUAL,N
TRX0002037,2026-06-24 16:27:35,Super Norteno,Supermercado,Monterrey,TPV04-MON,Patricia Cortes,patricia.cortes160@correo.mx,9021,MASTERCARD,1204.49,MXN,APROBADA,MANUAL,N
TRX0002038,2026-01-10 09:13:37,CAFE AURORA,Restaurante,Guadalajara,TPV02-GUA,Miguel Trejo,miguel.trejo115@correo.mx,2634,VISA,254.04,MXN,APROBADA,BANDA,N
TRX0002039,2026-06-01 10:38:13,GASOLINERA KM 12,combustible,Puebla,TPV01-PUE,Rocio Ramirez,rocio.ramirez12@correo.mx,2195,MASTERCARD,1447.06,MXN,APROBADA,QR,N
TRX0002040,2026-01-10 14:58:30,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,1706.55,MXN,REVERSADA,BANDA,N
TRX0002041,2026-05-29 14:53:38,CAFE AURORA,restaurante,Guadalajara,TPV03-GUA,Luis Zamora,luis.zamora9@correo.mx,1462,AMEX,383.19,MXN,APROBADA,CONTACTLESS,N
TRX0002042,2026-01-14 21:30:08,Gasolinera Km 12,combustible,Puebla,TPV04-PUE,Rocio Zamora,rocio.zamora104@correo.mx,6783,MASTERCARD,1771.91,MXN,APROBADA,MANUAL,N
TRX0002043,2026-02-12 07:50:37,Cafe Aurora,restaurante,Guadalajara,TPV03-GUA,Carmen Gonzalez,carmen.gonzalez129@correo.mx,1346,MASTERCARD,119.25,MXN,APROBADA,CHIP,N
TRX0002044,2026-04-27 20:59:20,Cafe Aurora,Restaurante,Guadalajara,TPV04-GUA,Ana Trejo,ana.trejo51@correo.mx,9690,MASTERCARD,456.94,MXN,REVERSADA,MANUAL,N
TRX0002045,2026-06-24 08:00:06,Viajes Altamar,viajes,Cancun,TPV02-CAN,Luis Gonzalez,luis.gonzalez18@correo.mx,8351,VISA,38771.72,MXN,REVERSADA,MANUAL,N
TRX0002046,2026-01-28 10:05:41,SUPER NORTENO,Supermercado,Monterrey,TPV02-MON,Ivan Delgado,ivan.delgado59@correo.mx,3851,AMEX,1000.2,MXN,APROBADA,CHIP,N
TRX0002047,2026-01-22 06:18:42,Super Norteno,supermercado,Monterrey,TPV03-MON,Ana Nunez,ana.nunez17@correo.mx,9063,VISA,1527.95,MXN,APROBADA,MANUAL,N
TRX0002048,2026-04-27 21:47:52,Super Norteno,Supermercado,Monterrey,TPV01-MON,Elena Ramirez,elena.ramirez8@correo.mx,3648,MASTERCARD,3322.63,MXN,REVERSADA,BANDA,N
TRX0002049,2026-05-30 13:14:27,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Elena Vargas,elena.vargas89@correo.mx,5689,VISA,1231.4,MXN,APROBADA,MANUAL,N
TRX0002050,2026-04-06 09:55:24,Super Norteno,supermercado,Monterrey,TPV03-MON,Ana Cortes,ana.cortes53@correo.mx,9845,MASTERCARD,264.5,MXN,APROBADA,BANDA,N
TRX0002051,2026-05-14 10:25:01,Cafe Aurora,restaurante,Guadalajara,TPV04-GUA,Luis Salazar,luis.salazar75@correo.mx,4376,MASTERCARD,245.29,MXN,APROBADA,QR,N
TRX0002052,2026-06-15 17:02:52,VIAJES ALTAMAR,Viajes,Cancun,TPV02-CAN,Elena Zamora,elena.zamora16@correo.mx,2698,VISA,10438.07,MXN,APROBADA,CHIP,N
TRX0002053,2026-03-12 16:08:35,SUPER NORTENO,Supermercado,Monterrey,TPV01-MON,Raul Delgado,raul.delgado105@correo.mx,8772,MASTERCARD,2024.03,MXN,APROBADA,CONTACTLESS,N
TRX0002054,2026-02-23 16:08:17,Boutique Iris,Ropa,Ciudad de Mexico,TPV03-CIU,Raul Rivas,raul.rivas123@correo.mx,5837,MASTERCARD,5851.36,MXN,APROBADA,MANUAL,N
TRX0002055,2026-04-22 15:46:34,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV04-CIU,Patricia Mendoza,patricia.mendoza140@correo.mx,8731,VISA,627.65,MXN,APROBADA,CHIP,N
TRX0002056,2026-04-06 20:52:36,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV01-CIU,Lucia Herrera,lucia.herrera11@correo.mx,1104,VISA,738.53,MXN,APROBADA,CONTACTLESS,N
TRX0002057,2026-01-17 17:03:16,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Teresa Rivas,teresa.rivas6@correo.mx,1505,MASTERCARD,464.72,MXN,APROBADA,MANUAL,N
TRX0002058,2026-02-07 07:07:34,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV01-CIU,Lucia Ramirez,lucia.ramirez43@correo.mx,2509,VISA,3135.95,MXN,APROBADA,MANUAL,N
TRX0002059,2026-04-27 10:06:50,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV01-CIU,Teresa Gonzalez,teresa.gonzalez24@correo.mx,8230,VISA,3125.79,MXN,REVERSADA,CHIP,N
TRX0002060,2026-05-04 19:02:06,Cafe Aurora,Restaurante,Guadalajara,TPV04-GUA,Hector Herrera,hector.herrera34@correo.mx,9193,VISA,209.31,MXN,APROBADA,BANDA,N
TRX0002061,2026-03-08 18:49:46,Super Norteno,Supermercado,Monterrey,TPV04-MON,Patricia Gonzalez,patricia.gonzalez33@correo.mx,8690,AMEX,2677.29,MXN,APROBADA,CHIP,N
TRX0002062,2026-03-27 12:04:15,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV01-CIU,Carmen Gonzalez,carmen.gonzalez129@correo.mx,1346,MASTERCARD,584.2,MXN,REVERSADA,CHIP,N
TRX0002063,2026-03-17 20:34:48,Farmacia del Sol,FARM,Ciudad de Mexico,TPV02-CIU,Lucia Trejo,lucia.trejo92@correo.mx,3905,MASTERCARD,293.28,MXN,RECHAZADA,BANDA,N
TRX0002064,2026-06-28 15:30:40,Super Norteno,Supermercado,Monterrey,TPV03-MON,Carmen Rivas,carmen.rivas139@correo.mx,4822,AMEX,2903.23,MXN,RECHAZADA,MANUAL,N
TRX0002065,2026-05-28 14:56:31,Gasolinera Km 12,Combustible,Puebla,TPV04-PUE,Fernando Salazar,fernando.salazar63@correo.mx,5089,MASTERCARD,625.13,MXN,APROBADA,CHIP,N
TRX0002066,2026-02-12 18:18:03,Super Nortenio,Supermercado,Monterrey,TPV02-MON,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,3243.53,MXN,REVERSADA,QR,N
TRX0002067,2026-06-11 07:43:26,SUPER NORTENO,SUPER,Monterrey,TPV02-MON,Elena Cortes,elena.cortes68@correo.mx,5599,AMEX,622.29,MXN,REVERSADA,CHIP,N
TRX0002068,2026-05-11 19:37:58,Farmacia del Sol ,farmacia,Ciudad de Mexico,TPV03-CIU,Elena Trejo,elena.trejo113@correo.mx,8853,VISA,306.57,MXN,APROBADA,BANDA,N
TRX0002069,2026-03-06 08:54:31,CAFE AURORA,Restaurante,Guadalajara,TPV01-GUA,Ivan Delgado,ivan.delgado162@correo.mx,2492,AMEX,422.03,MXN,APROBADA,BANDA,N
TRX0002070,2026-06-02 20:08:53,Super Norteno,SUPER,Monterrey,TPV03-MON,Miguel Ramirez,miguel.ramirez132@correo.mx,5849,MASTERCARD,2216.58,MXN,APROBADA,BANDA,N
TRX0002071,2026-02-09 06:56:35,Viajes Altamar,viajes,Cancun,TPV03-CAN,Raul Mendoza,raul.mendoza30@correo.mx,7314,MASTERCARD,30648.77,MXN,APROBADA,CONTACTLESS,N
TRX0002072,2026-03-28 20:30:25,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Fernando Rivas,fernando.rivas133@correo.mx,6714,MASTERCARD,2494.62,MXN,APROBADA,MANUAL,N
TRX0002073,2026-05-24 20:22:05,Electro Maya,Electronica,Merida,TPV04-MER,Lucia Ramirez,lucia.ramirez48@correo.mx,2913,VISA,9258.21,MXN,REVERSADA,QR,N
TRX0002074,2026-03-31 13:51:15,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV02-CIU,Jorge Rivas,jorge.rivas128@correo.mx,7387,MASTERCARD,2455.21,MXN,APROBADA,QR,N
TRX0002075,2026-01-19 15:05:31,Super Nortenio,SUPER,Monterrey,TPV04-MON,Patricia Vargas,patricia.vargas26@correo.mx,4933,VISA,2271.15,MXN,APROBADA,MANUAL,N
TRX0002076,2026-06-03 08:27:18,Boutique Iris,Ropa,Ciudad de Mexico,TPV04-CIU,Patricia Gonzalez,patricia.gonzalez33@correo.mx,8690,AMEX,690.76,MXN,APROBADA,BANDA,N
TRX0002077,2026-05-10 14:15:31,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Patricia Delgado,patricia.delgado67@correo.mx,2557,MASTERCARD,402.88,MXN,APROBADA,CHIP,N
TRX0002078,2026-01-03 21:39:15,GASOLINERA KM 12,combustible,Puebla,TPV02-PUE,Miguel Cortes,miguel.cortes97@correo.mx,9422,MASTERCARD,487.88,MXN,APROBADA,CHIP,N
TRX0002079,2026-05-19 14:55:22,Boutique  Iris,ropa,Ciudad de Mexico,TPV04-CIU,Raul Delgado,raul.delgado169@correo.mx,7678,VISA,3567.44,MXN,APROBADA,BANDA,N
TRX0002080,2026-01-10 11:35:05,SUPER NORTENO,SUPER,Monterrey,TPV04-MON,Elena Zamora,elena.zamora151@correo.mx,7344,AMEX,2259.88,MXN,REVERSADA,MANUAL,N
TRX0002081,2026-03-17 20:15:08,GASOLINERA KM 12,combustible,Puebla,TPV02-PUE,Hector Trejo,hector.trejo101@correo.mx,6533,MASTERCARD,711.38,MXN,APROBADA,MANUAL,N
TRX0002082,2026-04-01 15:13:13,ELECTRO MAYA,ELECTRO,Merida,TPV01-MER,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,18840.94,MXN,APROBADA,QR,N
TRX0002083,2026-05-07 07:16:21,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV04-CIU,Fernando Zamora,fernando.zamora156@correo.mx,3541,MASTERCARD,408.6,MXN,APROBADA,MANUAL,N
TRX0002084,2026-05-15 10:15:30,GASOLINERA KM 12,Combustible,Puebla,TPV04-PUE,Sofia Nunez,sofia.nunez134@correo.mx,9193,AMEX,759.89,MXN,APROBADA,MANUAL,N
TRX0002085,2026-04-22 15:19:00,Cafe Aurora,restaurante,Guadalajara,TPV03-GUA,Teresa Salazar,teresa.salazar118@correo.mx,4699,VISA,64.61,MXN,APROBADA,CONTACTLESS,N
TRX0002086,2026-05-03 11:58:44,CAFE AURORA,restaurante,Guadalajara,TPV01-GUA,Lucia Delgado,lucia.delgado141@correo.mx,6423,VISA,64.86,MXN,APROBADA,CHIP,N
TRX0002087,2026-04-06 14:19:30,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV04-CIU,Sofia Trejo,sofia.trejo80@correo.mx,8498,MASTERCARD,557.48,MXN,RECHAZADA,CHIP,N
TRX0002088,2026-02-28 07:58:43,Super Norteno,SUPER,Monterrey,TPV03-MON,Miguel Ramirez,miguel.ramirez132@correo.mx,5849,MASTERCARD,1484.93,MXN,APROBADA,CONTACTLESS,N
TRX0002089,2026-03-05 14:20:40,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Sofia Nunez,sofia.nunez56@correo.mx,5954,AMEX,466.77,MXN,APROBADA,CONTACTLESS,N
TRX0002090,2026-05-18 10:34:43,ELECTRO MAYA,ELECTRO,Merida,TPV01-MER,Raul Nunez,raul.nunez70@correo.mx,2085,VISA,8149.4,MXN,RECHAZADA,CONTACTLESS,N
TRX0002091,2026-02-02 18:20:08,Super Norteno,supermercado,Monterrey,TPV01-MON,Rocio Herrera,rocio.herrera165@correo.mx,6020,VISA,539.97,MXN,APROBADA,CONTACTLESS,N
TRX0002092,2026-06-17 20:45:43,Super Norteno,Supermercado,Monterrey,TPV03-MON,Elena Rivas,elena.rivas20@correo.mx,9752,AMEX,1326.11,MXN,RECHAZADA,CHIP,N
TRX0002093,2026-02-09 12:57:58,Cafe Aurora,Restaurante,Guadalajara,TPV02-GUA,Raul Trejo,raul.trejo125@correo.mx,4936,VISA,396.08,MXN,RECHAZADA,QR,N
TRX0002094,2026-03-09 07:21:13,Cafe Aurora,Restaurante,Guadalajara,TPV04-GUA,Luis Delgado,luis.delgado150@correo.mx,7838,VISA,136.68,MXN,APROBADA,CONTACTLESS,N
TRX0002095,2026-03-25 18:00:13,Viajes Altamar,viajes,Cancun,TPV03-CAN,Fernando Nunez,fernando.nunez145@correo.mx,8489,AMEX,4315.87,MXN,RECHAZADA,QR,N
TRX0002096,2026-06-03 15:30:01,SUPER NORTENO,SUPER,Monterrey,TPV03-MON,Fernando Salazar,fernando.salazar63@correo.mx,5089,MASTERCARD,2889.27,MXN,APROBADA,QR,N
TRX0002097,2026-01-03 07:50:53,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Fernando Nunez,fernando.nunez145@correo.mx,8489,AMEX,293.35,MXN,RECHAZADA,QR,N
TRX0002098,2026-02-21 15:15:13,SUPER NORTENO,supermercado,Monterrey,TPV02-MON,Lucia Delgado,lucia.delgado141@correo.mx,6423,VISA,802.17,MXN,APROBADA,MANUAL,N
TRX0002099,2026-04-25 13:26:00,Boutique Iris,ropa,Ciudad de Mexico,TPV04-CIU,Rocio Ramirez,rocio.ramirez94@correo.mx,3489,VISA,5286.88,MXN,APROBADA,CHIP,N
TRX0002100,2026-06-11 14:38:28,ELECTRO MAYA,electronica,Merida,TPV02-MER,Raul Trejo,raul.trejo125@correo.mx,4936,VISA,13247.01,MXN,APROBADA,CHIP,N
TRX0002101,2026-05-02 13:59:16,Gasolinera Km 12,combustible,Puebla,TPV03-PUE,Elena Trejo,elena.trejo73@correo.mx,9973,AMEX,1326.7,MXN,RECHAZADA,CONTACTLESS,N
TRX0002102,2026-05-09 13:07:50,Farmacia del Sol,FARM,Ciudad de Mexico,TPV02-CIU,Raul Vargas,raul.vargas135@correo.mx,8290,AMEX,389.72,MXN,APROBADA,CONTACTLESS,N
TRX0002103,2026-06-21 18:50:22,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Patricia Nunez,patricia.nunez52@correo.mx,8415,VISA,364.34,MXN,APROBADA,MANUAL,N
TRX0002104,2026-03-30 21:14:29,Cafe Aurora,Restaurante,Guadalajara,TPV02-GUA,Sofia Vargas,sofia.vargas19@correo.mx,1099,MASTERCARD,465.94,MXN,APROBADA,MANUAL,N
TRX0002105,2026-06-01 20:23:36,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV04-CIU,Jorge Rivas,jorge.rivas78@correo.mx,8391,AMEX,324.37,MXN,APROBADA,MANUAL,N
TRX0002106,2026-05-13 17:45:53,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV02-CIU,Rocio Zamora,rocio.zamora104@correo.mx,6783,MASTERCARD,763.63,MXN,APROBADA,MANUAL,N
TRX0002107,2026-02-09 18:46:12,Boutique Iris,Ropa,Ciudad de Mexico,TPV02-CIU,Jorge Gonzalez,jorge.gonzalez138@correo.mx,4950,AMEX,819.75,MXN,APROBADA,CHIP,N
TRX0002108,2026-03-30 17:03:55,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV01-CIU,Lucia Delgado,lucia.delgado120@correo.mx,1162,AMEX,446.14,MXN,REVERSADA,CONTACTLESS,N
TRX0002109,2026-02-05 10:10:56,Cafe Aurora,restaurante,Guadalajara,TPV04-GUA,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,341.89,MXN,APROBADA,QR,N
TRX0002110,2026-05-17 09:02:48,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Raul Mendoza,raul.mendoza90@correo.mx,1177,AMEX,1408.19,MXN,APROBADA,CONTACTLESS,N
TRX0002111,2026-05-14 14:27:11,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Ana Trejo,ana.trejo51@correo.mx,9690,MASTERCARD,5199.44,MXN,APROBADA,CONTACTLESS,N
TRX0002112,2026-04-28 17:27:51,Super Norteno,SUPER,Monterrey,TPV04-MON,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,2008.52,MXN,RECHAZADA,CHIP,N
TRX0002113,2026-04-17 10:12:47,Boutique Iris,ropa,Ciudad de Mexico,TPV04-CIU,Luis Ramirez,luis.ramirez39@correo.mx,8712,VISA,5431.75,MXN,APROBADA,QR,N
TRX0002114,2026-02-11 19:10:32,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Elena Ramirez,elena.ramirez8@correo.mx,3648,MASTERCARD,3386.83,MXN,APROBADA,QR,N
TRX0002115,2026-03-15 13:58:48,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Elena Ramirez,elena.ramirez175@correo.mx,9442,MASTERCARD,2395.79,MXN,APROBADA,MANUAL,N
TRX0002116,2026-01-12 12:11:40,Farmacia del Sol ,farmacia,Ciudad de Mexico,TPV03-CIU,Lucia Vargas,lucia.vargas7@correo.mx,4691,AMEX,498.29,MXN,APROBADA,CHIP,N
TRX0002117,2026-01-10 13:13:08,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV04-CIU,Sofia Trejo,sofia.trejo80@correo.mx,8498,MASTERCARD,545.51,MXN,APROBADA,CHIP,N
TRX0002118,2026-02-22 17:26:06,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV01-CIU,Luis Ramirez,luis.ramirez39@correo.mx,8712,VISA,537.27,MXN,APROBADA,MANUAL,N
TRX0002119,2026-02-23 06:59:48,Super Nortenio,SUPER,Monterrey,TPV04-MON,Ana Herrera,ana.herrera83@correo.mx,1387,MASTERCARD,3374.77,MXN,RECHAZADA,CHIP,N
TRX0002120,2026-01-05 11:22:31,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV01-CIU,Raul Vargas,raul.vargas22@correo.mx,8824,AMEX,140.78,MXN,REVERSADA,CHIP,N
TRX0002121,2026-04-05 15:51:03,CAFE AURORA,restaurante,Guadalajara,TPV03-GUA,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,443.26,MXN,REVERSADA,MANUAL,N
TRX0002122,2026-03-03 10:49:37,Cafe Aurora,restaurante,Guadalajara,TPV01-GUA,Fernando Cortes,fernando.cortes170@correo.mx,6842,AMEX,419.6,MXN,APROBADA,CONTACTLESS,N
